id,price,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,yr_built,yr_renovated,sqft_living15,sqft_lot15,recent_sells,beds_4more,has_basement,loc_north_west,loc_north_east
4215100060,365000,2.5,2653,4510,2.0,0,0,3,8,2653,2006,0,2653,4927,1,0,0,0,0
546000865,556000,1.0,1800,4005,1.5,0,0,4,7,1160,1929,0,1240,4005,0,0,1,1,0
7616800350,285750,2.25,1960,17126,1.0,0,0,3,8,1400,1966,0,2060,11466,1,0,1,0,0
2937300430,928990,2.5,3570,6054,2.0,0,0,3,9,3570,2014,0,3600,6050,0,1,0,0,1
8074400035,315000,1.75,2500,8289,1.0,0,0,4,7,1250,1958,0,1710,8205,1,0,1,0,0
1025039326,921800,2.5,2950,7024,2.0,0,0,3,10,2950,2012,0,2950,6339,0,1,0,1,0
8651443360,195700,1.0,1120,5200,1.0,0,0,5,7,1120,1976,0,1690,5200,1,0,0,0,0
2926049382,650000,2.0,2800,10501,1.0,0,0,3,7,1400,1954,0,2260,6534,1,0,1,1,0
3023000200,380000,2.5,2110,5306,2.0,0,0,3,8,2110,2012,0,2250,5306,1,1,0,0,0
7660100336,300000,2.5,1020,1570,2.0,0,0,3,7,720,2004,0,1470,1249,1,0,1,1,0
9537200037,320000,1.5,1310,137214,1.5,0,0,4,7,1310,1926,0,1310,9450,1,1,0,0,0
2817900180,380000,3.25,2090,51212,1.0,0,0,3,8,1510,1989,0,2690,40820,1,0,1,0,0
2788500090,309000,1.0,1820,8142,1.0,0,0,3,7,1040,1961,0,1820,8142,1,0,1,1,0
2424039036,282000,2.25,1260,915,2.0,0,0,3,8,1020,2007,0,1260,1056,0,0,1,1,0
98030140,785500,4.0,3280,8448,2.0,0,0,3,10,3280,2007,0,3730,8030,0,1,0,0,1
538000250,332500,2.5,2220,4720,2.0,0,0,3,7,2220,1998,0,2090,4717,1,1,0,0,0
9533100145,750000,1.0,1120,8549,1.0,0,0,3,7,1120,1952,0,1440,8640,1,0,0,1,0
7170200080,435000,1.0,1230,3800,1.0,0,0,3,7,1230,1928,0,1610,3800,0,0,0,1,0
2349300090,340000,1.0,1250,4800,1.0,0,0,4,7,1250,1951,0,1404,4800,0,0,0,1,0
4139420370,1760000,5.0,6055,21630,1.0,0,3,4,12,3555,1996,0,4890,19223,0,1,1,0,1
5511600245,350000,1.0,1350,3880,1.0,0,0,3,6,950,1927,0,1670,3920,1,0,1,1,0
7809200005,292000,1.75,1650,14633,1.0,0,0,4,7,1650,1958,0,1370,12495,1,0,0,0,0
1336800670,1425000,3.0,2840,6240,2.0,0,0,5,9,2440,1905,0,2940,6000,1,1,1,1,0
5450300020,900000,3.0,3020,13783,2.0,0,0,3,8,3020,1952,2002,1720,13500,0,1,0,1,0
1823049046,240000,1.5,1670,9880,1.0,0,0,4,7,1670,1941,1963,1670,9807,0,0,0,1,0
2111010340,306000,2.5,2490,8124,2.0,0,0,3,7,2490,2001,0,2760,6300,0,1,0,0,0
1250203135,725000,1.75,1860,6000,2.0,0,2,4,8,1860,1959,0,3030,7119,0,0,0,1,0
2895730540,929000,3.25,4150,7100,2.0,0,0,3,10,4150,2013,0,3560,7214,1,1,0,0,1
3390600025,450000,2.0,2240,7725,1.0,0,0,5,7,1120,1956,0,1340,6300,0,1,1,1,0
3356403304,154000,3.0,1530,9997,1.0,0,0,3,6,1020,1992,0,1410,9997,0,0,1,0,0
2771604190,824000,4.25,3670,4000,2.0,0,1,3,8,2800,1964,0,2010,4000,0,1,1,1,0
2978800120,469000,2.5,2240,7543,1.0,0,0,3,7,1140,1966,0,2110,7408,0,1,1,1,0
452001280,529950,1.0,1240,5000,1.5,0,0,5,7,1240,1909,0,1240,4900,0,0,0,1,0
6300500875,385000,1.75,1620,4980,1.0,0,0,4,7,860,1947,0,1400,4980,0,1,1,1,0
2787320140,255000,2.25,1890,7314,1.0,0,0,3,7,1100,1981,0,1520,7676,1,0,1,0,0
98001070,1169000,4.25,4610,13252,2.0,0,4,3,11,4610,2004,0,4400,15154,0,1,0,0,1
7520000440,214000,2.0,1580,5080,1.0,0,0,4,6,800,1942,0,1580,7114,1,0,1,1,0
6431500122,520000,1.5,1580,8841,1.5,0,0,5,7,1180,1923,0,1580,7512,1,0,1,1,0
3972900025,499000,1.75,2400,7500,1.5,0,0,3,7,1400,1975,0,1980,7500,1,1,1,1,0
7533800325,1100000,2.0,2390,6888,2.0,0,1,5,8,2390,1939,0,2390,7920,0,0,0,1,0
1782000085,350000,1.0,1280,5250,1.0,0,0,4,7,1140,1942,0,1050,5250,0,0,1,1,0
4139900050,1468000,3.25,5010,34460,2.0,0,0,3,12,5010,1988,0,4760,34460,0,1,0,0,1
323089134,350000,1.0,1300,10236,1.0,0,0,4,6,1300,1971,0,1380,11325,0,0,0,0,1
205000410,630000,2.5,2320,32772,2.0,0,0,3,9,2320,1992,0,2610,33305,0,0,0,0,1
7852090280,770000,3.25,4270,6384,2.0,0,0,3,9,3060,2001,0,2850,6285,1,1,1,0,1
5104512060,410000,3.0,2430,7243,2.0,0,0,3,8,2430,2003,0,2430,7084,1,1,0,0,0
1937300270,910000,3.5,2480,3200,2.0,0,0,3,10,2480,2010,0,1980,3200,1,0,0,1,0
4039300400,469950,2.25,1620,8701,1.0,0,0,3,7,1220,1962,0,1600,7910,0,0,1,0,1
7312000240,442000,2.5,2520,7253,2.0,0,0,3,9,2520,1990,0,2570,8359,0,1,0,0,0
2791500280,246000,2.5,1650,6675,1.0,0,0,3,8,1290,1990,0,1880,6675,1,0,1,0,0
1937300180,435000,2.0,980,5000,1.0,0,0,3,6,980,1940,0,1970,3025,0,0,0,1,0
5013500400,440000,1.0,1440,6678,1.0,0,0,3,7,1040,1950,0,1320,6678,1,1,1,1,0
4345300050,294999,2.5,1660,9760,2.0,0,0,3,7,1660,1994,0,1580,9614,0,1,0,0,0
2436200025,580000,1.75,2180,4000,1.5,0,0,4,7,1380,1926,0,1720,4000,0,1,1,1,0
2180001080,277500,2.0,1260,22100,2.0,0,0,4,7,1260,1981,0,1430,13000,0,0,0,0,0
5249803645,452000,1.0,1220,6000,1.0,0,0,3,6,880,1938,0,1220,6840,0,0,1,1,0
9275700016,1280000,2.5,3160,4620,1.5,0,4,3,9,2020,1917,2005,2790,5308,0,1,1,1,0
2323059184,305000,2.0,1800,13551,1.0,0,0,4,7,1800,1974,0,1730,13551,1,1,0,0,0
6813600415,515000,1.0,1060,4960,1.0,0,0,3,7,1060,1926,0,1420,4960,0,0,0,1,0
4359100050,244000,1.5,1360,9625,1.0,0,0,3,7,1360,1963,0,1890,9625,1,0,0,0,0
6021503840,749000,1.0,1580,5000,1.5,0,0,3,7,1580,1926,0,1280,4000,0,0,0,1,0
2618300080,242500,1.5,1200,9720,1.0,0,0,4,7,1200,1965,0,1380,10284,0,0,0,0,0
4019500030,450000,2.5,2280,4557,2.0,0,0,3,8,2280,2010,0,2070,4610,1,0,0,1,0
8581200350,187500,1.5,1180,7000,1.0,0,0,4,7,1180,1977,0,1180,7370,0,0,0,0,0
7960100220,710000,2.75,2460,3600,2.0,0,0,3,8,1640,1907,2007,1890,3600,1,1,1,1,0
3299610260,948000,2.5,3510,9824,2.0,0,0,3,9,3510,2002,0,3510,10588,1,0,0,0,1
5230000020,500000,3.0,3720,15048,3.0,0,0,3,7,3720,1979,2014,2020,15180,0,1,0,0,0
3024079069,371000,1.0,1960,94525,1.5,0,0,3,6,1960,1979,0,2430,188564,0,1,0,0,1
1760600009,229000,1.0,1030,7800,1.0,0,0,3,7,1030,1954,0,1630,12664,0,0,0,0,0
9808100100,3000000,3.25,5370,14091,2.0,0,0,3,10,3850,1918,2008,2410,12047,1,1,1,1,0
685000115,2150000,6.0,4340,9415,2.0,0,0,3,8,4340,1967,0,2050,9100,0,1,0,1,0
8946780110,809950,3.5,3660,4903,2.0,0,0,3,9,2760,2014,0,3630,4992,0,1,1,0,1
7203140420,385000,2.5,1740,4145,2.0,0,0,3,7,1740,2010,0,1740,4045,1,0,0,0,1
3629920600,619500,2.5,2170,5000,2.0,0,0,3,9,2170,2003,0,2170,5000,0,0,0,0,1
1088700100,905000,2.5,2930,9280,2.0,0,0,4,10,2930,1988,0,2730,10090,1,0,0,0,1
7855600730,920000,2.75,3140,9085,1.0,0,2,5,8,1570,1961,0,2430,9350,0,1,1,0,1
9274201809,542500,2.5,1920,1649,2.5,0,0,3,8,1600,2004,0,1650,3053,1,0,1,1,0
4046500180,335000,1.75,1730,15003,1.0,0,0,3,7,1150,1980,0,1900,15483,0,0,1,0,1
8732131200,258000,1.75,2270,9000,1.0,0,0,4,8,1330,1978,0,2090,8400,0,0,1,0,0
7852130080,444500,2.5,2600,4724,2.0,0,0,3,7,2600,2002,0,2400,4724,0,0,0,0,1
1796380310,240000,2.0,1310,8069,1.0,0,0,3,7,1310,1990,0,1310,8392,0,0,0,0,0
2125400160,427800,1.75,1340,13241,1.0,0,2,3,7,1340,1985,0,2090,9704,1,0,0,1,0
2591010240,405000,1.5,1370,4102,2.0,0,0,4,7,1370,1987,0,1380,3211,1,0,0,1,0
8079100700,689000,2.5,2240,7350,2.0,0,0,3,9,2240,1989,0,2200,8017,1,1,0,0,1
293000180,370000,1.0,910,5525,1.0,0,0,2,6,910,1910,0,1620,5525,1,0,0,1,0
5379804393,325000,2.75,1960,8937,1.0,0,0,5,7,980,1954,0,1480,10016,1,1,1,0,0
126059019,799000,2.5,3170,94855,1.0,0,0,4,9,1910,1978,0,2590,65340,1,1,1,0,1
4400800061,419000,2.0,2180,10447,1.0,0,0,4,8,1280,1969,0,2190,10987,0,1,1,1,0
1471610070,350000,1.75,1360,18123,1.0,0,0,3,8,1360,1983,0,1570,16817,0,0,0,0,1
1423400005,249950,1.0,1370,11658,1.0,0,0,4,6,1370,1958,0,1080,9198,0,0,0,0,0
2877103726,791500,2.0,1510,3500,1.5,0,0,5,7,1510,1911,0,1820,3750,0,1,0,1,0
6980500030,650000,2.5,3700,4500,2.0,0,0,3,9,3700,2007,0,3050,5047,1,1,0,1,0
6192410760,690000,2.5,2700,8810,2.0,0,0,3,9,2700,2004,0,2730,5100,0,1,0,0,1
4057300180,310000,1.5,1140,3104,2.0,0,0,3,7,1140,1988,0,1150,2981,0,0,0,0,1
4178500100,282500,2.25,1670,7150,2.0,0,0,4,7,1670,1990,0,1570,7040,0,0,0,0,0
3629200020,960000,2.5,3180,10105,2.0,0,0,4,9,3180,1986,0,2670,10355,1,1,0,1,0
6669080120,405000,2.5,1980,5020,2.0,0,0,3,7,1980,2007,0,1980,5064,1,1,0,0,0
8823901445,934000,3.0,2820,4480,2.0,0,0,3,7,1880,1918,0,2460,4400,1,1,1,1,0
3904100220,276000,2.0,1480,6075,1.0,0,0,5,7,740,1919,0,1230,6053,1,0,1,1,0
203100460,400000,1.0,530,13679,1.0,0,0,4,6,530,1949,0,1930,20624,0,0,0,0,1
5422560830,468000,1.75,1510,4500,1.0,0,0,3,8,1510,1978,0,1740,6000,1,0,0,0,1
1022049182,175000,1.0,620,8685,1.0,0,0,4,5,620,1976,0,1300,12150,1,0,0,0,0
4475000170,370000,3.0,2580,5511,2.0,0,0,3,8,2580,1999,0,2010,5600,1,1,0,0,0
2124079010,765000,2.25,3190,324086,2.0,0,2,3,9,3190,1982,0,3190,217800,1,0,0,0,1
9290850330,888550,2.5,3540,38322,2.0,0,0,3,10,3540,1989,0,3540,35926,0,0,0,0,1
4139460200,905000,2.5,3330,9557,2.0,0,0,3,10,3330,1995,0,3360,9755,1,1,0,0,1
7589200193,535000,1.0,1090,3000,1.5,0,0,4,8,1090,1929,0,1570,5080,1,0,0,1,0
8001470560,925900,3.75,3980,7828,2.0,0,0,3,10,3980,2001,0,3980,8910,1,1,0,0,1
5104200420,320000,1.5,1490,10132,1.0,0,0,4,6,1490,1969,0,1720,9915,1,0,0,0,0
9368700223,310000,3.0,2010,7426,1.0,0,0,5,7,1090,1951,0,1470,7426,1,1,1,0,0
3820350020,359950,2.5,1820,3899,2.0,0,0,3,7,1820,1999,0,1820,3899,1,1,0,0,1
7414200010,276000,1.0,870,8040,1.0,0,0,3,7,870,1953,0,1440,8040,1,0,0,1,0
7349650230,247500,2.25,1620,6000,1.0,0,0,3,7,1280,1998,0,1710,6318,1,0,1,0,0
2215500205,600000,1.75,1880,6360,1.0,0,0,4,7,1040,1945,0,1770,6175,0,0,1,1,0
4443800415,475000,1.0,1270,4268,1.0,0,0,3,7,1270,1921,0,1310,4080,1,0,0,1,0
1703401110,292000,1.0,880,5500,1.0,0,0,3,6,880,1904,0,1080,5500,0,0,0,1,0
518500210,868500,2.5,2920,3942,3.0,0,0,3,10,2920,2008,0,2920,3942,0,0,0,0,0
1402950100,305000,2.5,2430,5959,2.0,0,0,3,8,2430,2002,0,2100,5414,1,1,0,0,0
9808590460,1200000,2.25,2860,10702,2.0,0,0,3,10,2860,1982,0,2890,10572,1,1,0,1,0
205000010,620000,2.5,2450,55387,2.0,0,0,3,9,2450,1994,0,2730,38827,0,1,0,0,1
7214800240,541100,2.25,2510,9800,2.0,0,0,3,9,2510,1978,0,2440,11000,1,1,0,0,1
6414600321,317000,1.0,1160,8813,1.0,0,0,3,7,1160,1952,0,1200,7615,0,0,0,1,0
2623039082,770000,3.5,2050,21744,2.0,1,4,4,9,1750,1930,0,2300,12200,1,0,1,0,0
3856904970,469000,1.0,1120,4284,1.0,0,0,3,6,730,1921,0,2050,4160,0,0,1,1,0
2825079001,800000,1.75,1930,501376,2.0,0,0,3,7,1930,1930,0,1710,87120,0,1,0,0,1
3528900330,1450000,3.25,3770,4103,2.0,0,0,5,9,2710,1925,0,2560,4160,0,1,1,1,0
37000335,446450,1.5,1480,7749,1.0,0,0,5,7,1480,1960,0,1140,5320,0,0,0,1,0
7575700015,800000,2.75,2220,4000,2.0,0,0,3,8,1700,1914,2000,1800,4000,0,0,1,1,0
4222310680,240000,2.0,1030,11118,1.0,0,0,5,7,1030,1970,0,1300,7920,0,0,0,0,0
2600100300,623000,2.5,2980,9235,1.0,0,0,4,8,1690,1977,0,2690,10046,0,1,1,0,1
3395350210,810000,3.25,2950,67475,1.0,0,0,3,8,2530,1981,2004,2620,39820,1,1,1,0,1
8682220150,835000,2.0,2280,6815,1.0,0,0,3,8,2280,2002,0,2280,6750,0,0,0,0,1
1240700170,1017100,3.75,4060,19290,2.0,0,0,3,10,4060,2002,0,4020,13250,0,1,0,0,1
2473372250,312500,1.75,1490,9493,1.0,0,0,4,8,1490,1976,0,2440,9600,1,0,0,0,0
8732020440,297500,2.5,2190,8100,1.0,0,0,4,8,1250,1978,0,2100,8840,1,1,1,0,0
6664000130,635250,2.25,2210,22040,1.0,0,0,5,8,1510,1976,0,2470,14258,0,0,1,1,0
3278600670,235000,1.0,1140,1730,1.5,0,0,3,8,1010,2007,0,1360,1730,0,0,1,1,0
7883603425,155000,1.0,1250,6250,1.0,0,0,2,7,1030,1949,0,1130,6250,0,0,1,1,0
806000020,203000,1.5,1200,9120,1.0,0,0,3,7,1000,1963,0,1640,9200,1,0,1,0,0
9350900550,890000,2.25,2870,8393,1.0,0,0,4,8,1480,1977,0,2930,9850,1,1,1,1,0
3025049028,930000,1.5,1800,4500,1.0,0,2,3,7,1000,1942,0,2270,3840,1,0,1,1,0
3876200330,451000,2.75,2830,8925,1.5,0,0,3,7,2830,1967,0,1700,8539,0,1,0,1,0
5559200065,306500,1.0,1420,16400,1.5,0,0,4,6,1420,1943,0,1900,16400,1,0,0,0,0
4217401035,1482500,2.25,3290,5000,2.0,0,0,3,9,2730,1939,0,2340,4000,1,0,1,1,0
558100065,254922,1.0,780,8160,1.0,0,0,4,6,780,1953,0,1310,8160,0,0,0,1,0
1446400564,185000,1.0,1490,6600,1.0,0,0,3,7,1490,1969,0,1280,6600,0,1,0,0,0
243000335,305000,1.0,1560,8450,1.5,0,0,4,6,1560,1954,0,1380,8100,0,1,0,0,0
7201800090,405000,1.0,1250,7280,1.0,0,0,3,7,1250,1975,0,1690,7280,1,0,0,0,1
4287400005,393000,2.0,1450,5456,1.0,0,0,5,7,1450,1951,0,980,6100,0,1,0,1,0
2025700180,300000,2.25,1760,5421,2.0,0,0,3,7,1760,1991,0,1570,6000,1,0,0,0,0
7940700190,380000,2.0,1370,5756,1.0,0,0,3,8,1370,1986,0,1380,5444,0,0,0,1,0
1338600090,370000,1.0,1040,4172,1.0,0,0,3,7,1040,1946,0,3120,4800,0,0,0,1,0
6154900095,565000,1.75,2140,7102,1.0,0,0,4,7,1070,1948,0,1950,7102,0,1,1,1,0
9406590250,293000,2.25,1870,5371,2.0,0,0,3,7,1870,2009,0,2380,4502,1,1,0,0,0
2491200330,460000,2.5,1690,5131,1.0,0,0,3,7,1690,1941,1998,860,5137,0,0,0,1,0
9551202025,800000,1.0,1740,5719,1.0,0,0,3,8,1740,1955,0,1980,5000,0,0,0,1,0
2770604082,629950,2.5,1680,1683,2.0,0,0,3,9,1120,2014,0,1610,1249,1,0,1,1,0
9346930250,668500,2.25,2290,9546,1.0,0,0,4,8,1780,1976,0,2360,8864,0,1,1,0,1
9542830600,279000,2.5,1450,4106,2.0,0,0,3,7,1450,2011,0,2000,4000,1,0,0,0,0
2619950350,403000,2.75,2090,8354,2.0,0,0,3,8,2090,2012,0,2280,6348,0,0,0,0,1
9416400020,572000,2.75,2200,3885,2.0,0,0,3,8,2200,2002,0,2710,6000,0,0,0,0,1
3026079055,598600,2.75,3470,212639,2.0,0,0,3,7,2070,1993,0,2370,233917,0,1,1,0,1
1531000030,720000,2.5,3450,39683,2.0,0,0,3,10,3450,2002,0,3350,39750,1,1,0,0,0
5381000082,185000,1.0,670,6750,1.0,0,0,4,5,670,1947,0,1700,11520,1,0,0,0,0
7454001090,307000,1.0,770,6552,1.0,0,0,3,6,670,1942,0,920,7200,1,0,1,1,0
9407111220,303000,1.0,1020,9200,1.0,0,0,3,7,1020,1978,0,1520,9600,1,0,0,0,1
9550201550,640000,1.0,1070,5000,1.0,0,0,3,7,1070,1924,0,1710,5000,1,0,0,1,0
5569620410,731781,3.0,2630,4972,2.0,0,0,3,9,2630,2006,0,2880,4972,0,0,0,0,1
7787920180,534950,2.5,3220,10572,2.0,0,0,3,8,3220,2006,0,2890,9090,1,1,0,0,1
2759500105,419000,1.5,1500,8272,1.0,0,0,4,7,1500,1958,0,1630,8270,0,0,0,1,0
4188300180,650000,2.5,2870,7288,2.0,0,0,3,9,2870,2012,0,2870,5998,1,0,0,1,0
2771604196,465000,1.5,1220,1120,2.5,0,0,3,8,1110,2008,0,2010,3175,0,0,1,1,0
1959700540,952000,2.5,2450,4400,2.0,0,0,4,9,1800,1922,0,2220,5500,1,0,1,1,0
5104450720,325000,2.5,2280,9899,2.0,0,0,3,8,2280,1987,0,1970,9451,1,1,0,0,0
8563010420,450000,1.75,1560,8968,1.0,0,0,4,8,1560,1972,0,1990,8034,1,0,0,0,1
513000445,554950,1.75,1740,4816,1.0,0,0,5,7,870,1942,0,1210,5074,1,1,1,1,0
5561000190,437500,2.25,1970,35100,2.0,0,0,4,9,1970,1977,0,2340,35100,0,0,0,0,1
8651610680,670000,2.5,2570,9086,2.0,0,0,3,9,2570,1999,0,2760,6733,0,1,0,0,1
3819800280,400000,1.0,1180,10800,1.0,0,0,3,7,1180,1984,0,1600,10800,0,0,0,1,0
1623049241,335000,1.75,2390,30409,1.0,0,0,3,7,1560,1953,0,1750,13500,1,0,1,0,0
2770600853,585000,2.5,1910,1501,2.5,0,0,3,8,1530,2007,0,1760,1750,0,0,1,1,0
3423600060,665000,1.75,2280,3680,1.5,0,0,5,7,1470,1926,0,1850,3680,1,1,1,1,0
3291800780,375000,2.5,2090,8325,1.0,0,0,4,7,1470,1983,0,1700,8025,1,1,1,0,0
1102000196,477000,2.75,1720,6270,2.0,0,0,3,8,1720,1978,0,2130,8700,0,1,0,1,0
3332500085,489950,2.5,2540,5237,2.0,0,0,3,8,2540,2011,0,1800,4097,1,0,0,1,0
7942600910,575000,1.0,1310,8667,1.5,0,0,1,6,1310,1918,0,1130,4800,1,0,0,1,0
3574801350,410000,2.0,1410,8088,1.0,0,0,3,7,1410,1987,0,1770,7401,1,0,0,1,0
624110860,1150000,3.5,3760,20609,2.0,0,0,3,11,3760,1990,0,3360,15761,1,1,0,0,1
8944750850,288400,2.25,1870,3230,2.0,0,0,3,7,1870,1997,0,1620,3363,0,0,0,0,0
546000875,460000,1.0,1670,4005,1.5,0,0,4,7,1170,1939,0,1240,4005,0,0,1,1,0
3583300075,599950,2.25,2680,13292,1.0,0,0,3,8,1340,1976,0,2220,13181,1,1,1,1,0
8887001215,407185,1.75,1860,48076,1.5,0,0,4,8,1860,1929,0,1410,23066,1,0,0,1,0
1982200245,726000,2.5,1890,3880,1.5,0,0,4,8,1460,1915,0,1010,3880,1,0,1,1,0
3423059081,151600,1.0,1060,16988,1.0,0,0,3,6,1060,1954,0,2320,10580,0,0,0,0,0
3220079017,432000,2.75,2060,329903,1.5,0,3,5,7,2060,1989,0,2240,220232,1,1,0,0,0
567000020,800000,1.0,1570,5000,1.5,0,3,4,8,1570,1924,0,1760,3000,1,0,0,1,0
982850060,400000,2.25,1450,4706,2.0,0,0,3,7,1450,2009,0,1490,4667,0,0,0,1,0
6431500280,393000,1.0,830,5000,1.0,0,0,4,7,830,1921,0,1110,5000,1,0,0,1,0
6306800020,452000,2.5,2716,7850,2.0,0,0,3,9,2716,2014,0,2580,14448,1,1,0,0,0
4174600185,480000,2.25,1490,6770,1.5,0,0,3,8,1490,1926,0,1820,7875,0,0,0,1,0
8001600130,289950,2.5,1770,9450,1.0,0,0,3,8,1770,1988,0,2200,8582,1,0,0,0,0
9578090240,780000,2.75,3430,6500,2.0,0,0,3,9,3050,2006,0,3070,6802,0,1,1,0,1
1243100191,372000,1.0,2298,10140,1.0,0,0,3,7,2298,1969,0,2580,24724,1,0,0,0,1
8016300030,555000,2.5,2090,8712,1.0,0,0,3,8,1420,1966,0,2490,8712,1,1,1,0,1
745530040,845950,2.75,4450,9600,2.0,0,0,3,9,3650,2014,0,4000,9750,0,1,1,1,0
1842000140,335000,1.75,1570,7500,1.0,0,1,3,7,1300,1953,0,1590,7660,0,0,1,1,0
7686203180,172500,1.0,1040,7500,1.0,0,0,4,6,1040,1954,0,1270,8000,0,0,0,0,0
8074200080,305000,2.0,1430,12430,1.0,0,0,4,7,1430,1957,0,1200,8250,1,0,0,0,0
7702010030,551000,2.5,2830,5802,2.0,0,0,3,9,2830,2001,0,2500,5788,0,0,0,1,0
9448300061,235000,1.0,1020,7920,1.0,0,0,3,6,1020,1939,0,1530,6900,0,0,0,1,0
5196420290,940000,2.75,3270,9231,2.0,0,0,3,10,3270,1995,0,3380,10154,1,1,0,0,1
4140500050,362000,1.0,1290,10125,1.0,0,0,4,7,1290,1956,0,1760,14460,0,0,0,1,0
1787250210,379000,2.75,2410,5225,2.0,0,0,3,8,2410,2001,0,2300,5378,1,1,0,0,0
7689600330,207000,1.0,860,7740,1.0,0,0,3,6,860,1960,0,980,7200,0,0,0,0,0
2788400020,150000,1.0,1200,9527,1.0,0,0,3,7,1200,1959,0,1510,9457,0,0,0,1,0
6899990230,600000,2.5,2510,14878,2.0,0,0,3,10,2510,1990,0,3080,13594,0,0,0,1,0
3832080610,270000,2.5,1780,5015,2.0,0,0,3,7,1780,2010,0,2010,5250,1,0,0,0,0
1432700880,280000,1.0,1150,12861,1.0,0,0,3,6,1150,1959,0,1170,7574,1,0,0,0,0
7767400060,465000,2.5,2300,7314,1.0,0,0,4,8,1420,1979,0,2010,7314,1,1,1,1,0
1670400068,206000,1.5,1820,8867,2.0,0,0,3,7,1820,1921,0,1430,9288,0,0,0,0,0
8732040820,247000,1.75,1820,8740,1.0,0,0,4,8,1820,1987,0,2210,8320,1,0,0,0,0
3876312570,350500,2.25,1870,7200,1.0,0,0,3,7,1390,1975,0,1830,7876,0,0,1,1,0
5255690100,480000,2.5,2700,9700,1.0,0,0,3,8,1670,1978,0,2470,9228,1,1,1,1,0
1422700110,267000,1.0,1740,10875,1.0,0,0,4,7,1020,1962,0,1470,8532,0,0,1,0,0
9267200345,342000,2.5,1175,1366,2.0,0,0,3,8,740,2005,0,1710,1255,0,0,1,1,0
1762600070,917500,2.5,3880,35003,2.0,0,0,3,10,2570,1984,0,3740,35230,1,1,1,1,0
9211000170,570000,2.5,3230,7187,2.0,0,0,3,9,3230,2008,0,2950,6537,0,1,0,0,0
5101402296,835000,2.75,2460,7830,1.0,0,0,5,9,1490,1955,0,2050,7830,0,1,1,1,0
1250202324,610000,2.75,2640,8400,1.0,0,2,3,8,1440,1947,0,2610,6000,1,1,1,1,0
6137610620,500000,2.5,2590,9354,2.0,0,0,4,9,2590,1993,0,2730,9264,0,1,0,1,0
8819900055,503000,1.0,870,4280,1.0,0,2,4,6,870,1921,0,1750,4280,1,0,0,1,0
2558730070,425000,2.25,1570,7475,1.0,0,0,4,7,1200,1983,0,1700,7230,0,0,1,1,0
5694500386,399950,2.25,1140,1184,2.0,0,0,3,8,1010,1999,0,1140,1339,1,0,1,1,0
1138020200,435000,1.5,1510,6460,1.0,0,0,3,7,1070,1970,0,1450,6630,0,1,1,1,0
2321300390,650000,2.0,1870,3388,1.0,0,0,4,8,1230,1925,0,1780,4050,1,0,1,1,0
4399200085,315000,2.25,2550,9736,1.0,0,0,4,8,2550,1967,0,1770,9686,1,1,0,0,0
3971700635,435000,3.0,2270,7245,1.0,0,0,3,7,1410,1979,0,1740,7571,1,1,1,1,0
9144100298,380000,1.0,1260,7980,1.0,0,0,3,7,1260,1951,0,1760,7606,1,0,0,1,0
2473101190,279950,1.75,1530,8800,1.0,0,0,4,7,1040,1967,0,1530,8690,1,0,1,0,0
2517000140,306000,2.5,1870,5874,2.0,0,0,3,7,1870,2005,0,2090,4060,0,0,0,0,0
419000015,299950,1.0,1170,5400,1.0,0,0,5,6,1170,1953,0,1100,5400,0,1,0,0,0
4215250030,475000,2.5,2120,57050,2.0,0,0,3,9,2120,1989,0,3320,39082,0,1,0,0,1
4312700200,195000,1.0,1300,9600,1.0,0,0,4,6,1300,1975,0,1150,10222,0,0,0,0,0
5469502380,599950,3.5,3730,15029,2.0,0,2,3,10,2440,1991,0,3440,14280,0,1,1,0,0
1532300155,425000,1.0,1080,6095,1.5,0,0,4,6,1080,1924,0,1200,5060,0,1,0,1,0
7852010940,540000,2.5,2400,5817,2.0,0,0,3,8,2400,1998,0,2420,5817,1,0,0,0,1
808000070,206600,2.0,1390,13464,1.0,0,0,4,7,1390,1987,0,1720,12080,1,0,0,0,0
6181700250,350000,1.0,720,5820,1.0,0,1,5,6,720,1950,0,952,5820,1,0,0,1,0
3057000300,295000,1.5,1220,3286,2.0,0,0,3,7,1220,1982,0,1220,2640,0,0,0,1,0
1311800040,260000,2.75,2240,7200,1.0,0,0,3,7,1140,1967,0,1580,7416,1,1,1,0,0
9297301015,277284,1.75,1030,4800,1.0,0,0,3,6,930,1927,0,1540,4800,1,0,1,1,0
120069059,550000,2.5,2920,169448,2.5,0,0,3,9,2920,1990,0,2360,326097,0,0,0,0,0
7215730410,727000,3.0,3150,9703,2.0,0,0,3,9,3150,2001,0,3150,8819,0,1,0,0,1
2141310020,779000,2.25,2830,7738,2.0,0,0,4,8,2830,1977,0,2300,9840,1,1,0,0,1
7932000041,602500,2.5,3090,47044,1.0,0,0,4,10,2250,1979,0,1860,62829,1,0,1,0,0
7852000010,455600,2.5,2420,8252,2.0,0,0,3,7,2420,1998,0,2420,5818,0,0,0,0,1
2491200675,500000,2.0,1550,6394,1.5,0,0,5,8,1550,1918,0,1440,6387,0,0,0,1,0
8856004415,168000,1.0,1150,8000,1.5,0,0,4,6,1150,1913,1957,1170,9600,1,0,0,0,0
